Rented_Bike_Count,Hour,Temperature°C,Humidity%,Wind_speed_m_s,Visibility_10m,Rainfallmm,Snowfall_cm,Seasons,Holiday,year,month,weekday
227,3,22.3,96,1.2,290,0.1,0.0,1,0,2018,6,4
878,15,31.9,51,3.3,1465,0.0,0.0,1,0,2018,7,1
76,5,18.4,87,0.8,209,0.4,0.0,0,0,2018,5,2
217,5,23.1,84,0.5,1022,0.0,0.0,1,0,2018,8,4
502,8,-10.2,35,1.8,2000,0.0,0.0,3,0,2017,12,2
1106,9,15.1,74,0.6,437,0.0,0.0,0,0,2018,5,0
1070,9,8.4,49,2.6,2000,0.0,0.0,2,0,2018,10,3
397,6,21.6,60,1.0,2000,0.0,0.0,1,0,2018,8,5
1241,7,13.6,75,1.6,1987,0.0,0.0,0,0,2018,5,2
252,22,-1.1,78,0.6,865,0.0,0.8,3,0,2017,12,3
621,22,3.9,66,2.7,990,0.0,0.0,0,0,2018,3,3
1014,9,28.0,64,1.0,1682,0.0,0.0,1,0,2018,7,0
1881,18,36.7,47,2.5,1803,0.0,0.0,1,0,2018,8,3
285,6,24.2,96,1.6,1206,0.0,0.0,1,0,2018,8,3
151,5,6.9,66,0.5,698,0.0,0.0,2,0,2018,11,4
762,10,13.8,47,4.8,1561,0.0,0.0,0,0,2018,5,3
868,10,21.7,60,1.7,1540,0.0,0.0,2,0,2018,9,0
340,3,19.4,79,0.8,563,0.0,0.0,1,0,2018,6,2
405,7,29.4,62,1.9,1758,0.0,0.0,1,0,2018,8,5
1783,14,27.1,40,1.8,1779,0.0,0.0,1,0,2018,6,5
210,2,0.5,63,1.0,691,0.0,0.0,3,0,2017,12,4
42,4,23.9,96,0.4,1797,0.0,0.0,1,0,2018,8,3
58,4,-3.4,75,0.0,1982,0.0,0.4,3,0,2017,12,2
638,10,12.9,68,1.3,2000,0.0,0.0,0,0,2018,4,1
301,4,15.4,74,0.9,2000,0.0,0.0,2,0,2018,9,5
422,9,29.1,76,2.2,1041,0.0,0.0,1,0,2018,8,6
221,3,11.9,71,0.7,853,0.0,0.0,0,0,2018,4,6
442,13,4.2,47,1.1,1469,0.0,0.0,3,0,2017,12,2
334,14,5.9,61,3.2,623,0.0,0.0,3,0,2018,1,5
337,17,1.5,24,1.9,1788,0.0,0.0,3,0,2018,2,3
253,2,10.5,57,0.2,1837,0.0,0.0,2,0,2018,10,0
134,4,11.4,60,0.8,932,0.0,0.0,0,0,2018,4,4
1142,7,5.3,73,0.7,2000,0.0,0.0,2,0,2018,10,4
1388,21,11.9,48,1.9,1918,0.0,0.0,0,0,2018,5,3
41,4,-9.5,40,1.9,2000,0.0,0.0,3,0,2017,12,6
1031,17,7.7,34,2.6,2000,0.0,0.0,2,0,2018,11,5
502,20,10.7,70,2.8,236,0.0,0.0,0,0,2018,3,6
1702,21,23.8,48,2.0,2000,0.0,0.0,1,0,2018,6,0
1558,20,12.2,47,1.1,2000,0.0,0.0,2,0,2018,10,2
683,19,4.5,72,2.7,529,0.0,0.0,0,0,2018,3,3
1223,23,20.8,51,1.7,2000,0.0,0.0,2,0,2018,9,0
95,5,3.2,27,1.6,2000,0.0,0.0,2,0,2018,11,5
1498,20,12.1,35,2.4,1954,0.0,0.0,0,0,2018,4,0
1044,18,33.2,52,3.7,1986,0.0,0.0,1,0,2018,8,5
977,11,26.7,30,1.1,1782,0.0,0.0,1,0,2018,6,6
1042,12,28.9,40,2.3,809,0.0,0.0,1,0,2018,6,6
658,23,4.3,58,1.4,2000,0.0,0.0,2,0,2018,10,0
234,4,24.7,82,0.3,2000,0.0,0.0,1,0,2018,7,2
1254,15,11.4,32,3.8,2000,0.0,0.0,2,0,2018,10,5
1163,8,1.0,97,0.9,148,0.0,0.0,0,0,2018,4,0
566,8,22.1,74,1.0,1479,0.0,0.0,1,0,2018,8,6
1005,21,23.9,84,0.7,1552,0.0,0.0,1,0,2018,6,5
484,12,31.1,63,3.0,1795,0.0,0.0,1,0,2018,8,3
46,3,-1.9,67,1.0,1575,0.0,0.0,3,0,2018,2,0
328,6,1.1,39,1.3,1857,0.0,0.0,2,0,2018,11,3
23,3,21.1,96,2.4,866,4.5,0.0,1,0,2018,7,0
1006,7,30.5,53,1.1,2000,0.0,0.0,1,0,2018,8,3
122,11,-13.8,25,3.5,1996,0.0,0.6,3,0,2018,1,3
784,18,1.8,16,3.4,2000,0.0,0.0,3,0,2018,2,2
570,9,3.5,60,1.3,1969,0.0,0.0,0,0,2018,3,4
1014,11,23.4,61,2.1,1964,0.0,0.0,2,0,2018,9,6
182,11,20.4,98,0.9,300,2.5,0.0,0,0,2018,5,3
1040,0,14.5,74,0.4,2000,0.0,0.0,2,1,2018,10,2
2383,17,28.4,43,2.0,1806,0.0,0.0,1,0,2018,6,5
391,13,0.0,30,5.4,1938,0.0,0.0,3,0,2017,12,0
2025,17,28.9,22,2.7,1965,0.0,0.0,1,0,2018,6,5
426,10,18.5,38,3.3,2000,0.0,0.0,2,1,2018,9,0
1071,22,11.0,34,1.2,1529,0.0,0.0,0,0,2018,4,1
846,22,6.2,70,0.4,474,0.0,0.0,2,0,2018,11,0
258,20,5.9,75,1.5,222,0.0,0.0,3,0,2017,12,5
202,23,2.9,63,2.6,1253,0.0,0.0,3,0,2018,2,3
222,9,1.6,78,2.0,260,0.0,0.0,3,0,2018,2,5
614,7,18.0,82,0.7,264,0.0,0.0,0,1,2018,5,1
1929,18,22.5,31,3.4,1953,0.0,0.0,0,0,2018,5,5
544,11,9.4,86,1.2,1220,0.0,0.0,2,0,2018,10,6
109,20,-8.5,31,4.1,2000,0.0,0.0,3,0,2018,2,5
265,23,-0.1,54,1.3,1570,0.0,0.0,3,0,2017,12,5
1060,7,3.2,74,0.9,2000,0.0,0.0,2,0,2018,10,2
133,0,-11.0,51,1.1,2000,0.0,0.0,3,0,2017,12,1
934,18,10.6,42,2.8,1307,0.0,0.0,0,0,2018,3,5
1425,17,33.0,46,3.1,1926,0.0,0.0,1,0,2018,7,0
1025,22,12.2,57,0.0,1544,0.0,0.0,2,0,2018,10,6
540,10,34.3,45,1.0,1919,0.0,0.0,1,0,2018,8,2
227,22,-2.4,63,1.3,1523,0.0,0.0,3,0,2018,2,4
318,22,0.7,45,2.0,1084,0.0,0.0,3,0,2018,1,3
1540,21,19.9,82,0.6,2000,0.0,0.0,2,0,2018,9,4
742,1,20.0,67,0.7,1426,0.0,0.0,1,0,2018,6,1
504,3,17.8,60,0.2,2000,0.0,0.0,2,0,2018,9,5
285,3,21.9,63,1.3,2000,0.0,0.0,1,0,2018,7,0
436,6,22.9,83,0.0,1239,0.0,0.0,1,0,2018,8,4
133,5,-0.4,39,0.8,2000,0.0,0.0,2,0,2018,11,3
297,20,10.3,62,2.0,1749,0.0,0.0,0,0,2018,4,6
832,23,10.6,62,2.1,1694,0.0,0.0,0,0,2018,5,3
28,14,3.3,90,2.5,561,0.0,0.0,3,1,2017,12,6
2115,21,26.3,81,0.8,1910,0.0,0.0,1,0,2018,7,3
2348,8,19.7,69,2.0,1448,0.0,0.0,1,0,2018,6,4
1323,23,21.7,74,1.4,920,0.0,0.0,1,0,2018,6,6
430,1,17.1,72,1.7,1353,0.0,0.0,0,0,2018,4,1
400,16,15.4,95,4.7,378,0.5,0.0,0,0,2018,5,2
1381,19,14.8,47,1.3,1111,0.0,0.0,2,0,2018,10,5
244,10,-1.8,25,2.6,1913,0.0,0.0,3,0,2018,2,2
1205,16,11.9,25,2.7,1424,0.0,0.0,0,0,2018,3,6
1069,16,11.3,41,3.6,2000,0.0,0.0,2,0,2018,10,0
1865,13,21.9,39,2.0,2000,0.0,0.0,0,0,2018,5,5
402,1,13.9,57,2.0,2000,0.0,0.0,2,0,2018,10,0
1174,14,25.5,53,2.0,981,0.0,0.0,0,0,2018,5,1
272,3,2.8,28,1.6,2000,0.0,0.0,2,0,2018,11,5
181,20,-0.8,85,2.9,836,0.0,1.0,3,0,2018,1,0
2479,18,23.4,63,3.6,1245,0.0,0.0,1,0,2018,6,2
112,9,-3.5,30,1.5,1980,0.0,0.0,3,1,2018,2,3
2238,18,27.8,48,1.2,2000,0.0,0.0,1,0,2018,7,5
1790,20,31.0,68,1.4,1162,0.0,0.0,1,0,2018,7,3
1016,23,27.5,60,0.3,2000,0.0,0.0,1,0,2018,8,6
208,4,17.9,59,1.3,1261,0.0,0.0,0,0,2018,5,6
557,18,-7.9,43,3.3,2000,0.0,0.0,3,0,2017,12,0
181,15,-2.6,31,2.7,1987,0.0,0.0,3,0,2018,2,6
444,11,5.9,51,0.7,1866,0.0,0.0,0,0,2018,3,4
618,10,14.7,53,0.9,831,0.0,0.0,0,0,2018,3,5
74,6,1.1,78,1.1,538,0.0,0.0,0,0,2018,3,5
1263,21,15.3,73,2.3,2000,0.0,0.0,0,0,2018,5,4
32,19,15.2,64,1.7,1185,0.5,0.0,0,0,2018,4,6
483,3,23.0,54,1.0,1818,0.0,0.0,1,0,2018,8,5
2032,17,23.2,12,3.6,2000,0.0,0.0,0,0,2018,4,5
116,8,-9.5,56,3.5,1979,0.0,0.3,3,0,2018,2,5
2003,20,24.6,62,0.9,2000,0.0,0.0,2,0,2018,9,3
533,21,3.1,74,3.2,465,0.0,0.0,0,0,2018,3,3
48,2,18.8,98,1.5,237,0.5,0.0,0,0,2018,5,4
54,6,-0.8,44,0.6,1541,0.0,0.0,3,0,2018,2,6
304,13,22.6,97,0.6,367,0.5,0.0,1,0,2018,7,0
509,2,27.5,83,2.7,1118,0.0,0.0,1,0,2018,8,6
321,20,3.7,58,1.3,474,0.0,0.0,3,0,2018,1,0
1118,9,17.7,27,1.3,2000,0.0,0.0,0,0,2018,5,0
90,10,-14.5,24,4.6,1902,0.0,0.9,3,0,2018,1,2
12,20,13.3,80,1.8,821,1.5,0.0,0,0,2018,4,6
443,3,24.8,86,0.2,1354,0.0,0.0,1,0,2018,7,6
19,9,20.3,96,1.1,143,6.5,0.0,1,0,2018,6,1
428,12,6.9,28,1.1,1301,0.0,0.0,3,0,2018,2,0
29,4,-5.4,81,0.7,270,0.0,0.7,3,0,2017,12,0
175,18,-6.6,36,4.4,2000,0.0,0.0,3,0,2018,2,5
721,1,20.3,55,1.1,1756,0.0,0.0,0,0,2018,5,1
150,1,-6.9,56,2.3,1994,0.0,0.0,3,0,2018,1,3
1007,13,19.1,26,2.5,1134,0.0,0.0,0,0,2018,4,1
880,0,17.2,69,0.6,2000,0.0,0.0,2,1,2018,9,6
237,11,2.0,69,1.0,257,0.0,0.0,3,0,2017,12,5
505,6,18.6,84,0.7,316,0.0,0.0,0,0,2018,5,2
136,6,10.6,90,1.6,1065,1.5,0.0,2,0,2018,11,3
347,3,13.5,41,1.0,2000,0.0,0.0,0,0,2018,5,6
152,5,10.9,81,1.7,348,0.0,0.0,0,0,2018,4,5
144,23,-6.7,36,1.3,1821,0.0,0.0,3,0,2018,1,4
696,10,30.7,61,2.8,1521,0.0,0.0,1,0,2018,7,2
344,3,22.4,86,0.6,618,0.0,0.0,1,0,2018,6,3
763,10,25.0,60,1.5,570,0.0,0.0,1,0,2018,6,6
52,5,-1.2,81,0.8,258,0.0,0.0,3,0,2017,12,5
274,23,1.9,60,1.3,2000,0.0,0.0,0,0,2018,3,0
1046,21,14.4,66,1.7,677,0.0,0.0,0,0,2018,3,3
39,6,-6.2,32,2.5,2000,0.0,0.0,3,1,2018,2,5
711,0,12.3,44,0.8,2000,0.0,0.0,2,0,2018,10,0
978,0,19.6,82,1.7,628,0.0,0.0,1,0,2018,6,3
653,13,35.3,48,2.5,880,0.0,0.0,1,0,2018,7,4
1076,12,28.2,34,2.6,1867,0.0,0.0,1,0,2018,6,4
16,20,21.9,97,1.1,534,6.0,0.0,1,0,2018,7,6
54,5,6.3,97,1.7,787,0.5,0.0,0,0,2018,4,4
315,7,7.2,76,0.5,1113,0.0,0.0,2,0,2018,10,6
237,18,-1.6,33,2.0,2000,0.0,0.0,3,1,2017,12,0
352,2,26.3,65,0.3,2000,0.0,0.0,1,0,2018,8,0
376,6,12.6,64,1.3,1348,0.0,0.0,2,0,2018,10,4
27,3,-9.8,43,2.8,1963,0.0,0.0,3,0,2018,1,0
129,5,1.1,75,0.6,1270,0.0,0.0,2,0,2018,11,5
1142,22,13.5,15,2.2,2000,0.0,0.0,0,0,2018,4,3
107,4,2.1,33,0.5,1981,0.0,0.0,2,0,2018,11,3
975,13,17.7,16,2.8,1824,0.0,0.0,0,0,2018,4,2
622,13,34.4,41,2.9,1970,0.0,0.0,1,0,2018,7,6
957,0,16.0,71,0.5,1299,0.0,0.0,0,1,2018,5,1
907,12,10.0,39,2.0,2000,0.0,0.0,2,0,2018,10,2
174,11,-0.5,64,0.7,537,0.0,0.0,3,0,2018,1,6
122,2,19.1,78,1.3,2000,0.0,0.0,2,0,2018,9,4
1126,12,16.8,48,1.6,1673,0.0,0.0,2,0,2018,10,2
244,4,28.8,58,0.9,2000,0.0,0.0,1,0,2018,7,1
815,15,18.6,47,3.3,1560,0.0,0.0,0,0,2018,3,1
1421,7,18.1,64,0.6,923,0.0,0.0,1,0,2018,6,4
1475,17,20.7,72,3.4,2000,0.0,0.0,1,0,2018,6,0
279,2,-1.0,43,3.1,2000,0.0,0.0,2,0,2018,11,4
165,10,3.6,88,2.6,681,0.0,0.0,0,0,2018,3,3
1834,13,24.9,52,1.8,1554,0.0,0.0,1,0,2018,6,2
1039,19,6.0,24,3.0,1861,0.0,0.0,2,0,2018,11,2
363,7,18.1,96,0.9,557,0.0,0.0,2,0,2018,9,5
1099,12,25.0,56,3.0,715,0.0,0.0,1,0,2018,6,3
555,23,2.9,31,1.7,1869,0.0,0.0,2,0,2018,11,2
1940,16,27.9,47,2.8,824,0.0,0.0,1,1,2018,6,2
75,2,-2.9,66,3.3,1515,0.0,1.0,3,0,2018,1,1
9,9,22.1,94,0.9,624,1.5,0.0,1,0,2018,7,6
51,5,-6.7,64,1.6,1981,0.0,0.0,3,0,2018,2,1
1306,20,14.4,61,2.3,1945,0.0,0.0,2,0,2018,10,6
17,18,22.2,96,1.2,673,3.5,0.0,1,0,2018,7,6
563,12,36.5,41,1.1,1807,0.0,0.0,1,1,2018,8,2
459,8,-8.6,59,1.0,1948,0.0,1.6,3,0,2018,2,3
1529,21,18.9,43,2.0,2000,0.0,0.0,2,0,2018,9,2
171,0,3.0,60,0.5,842,0.0,0.0,3,0,2018,1,0
372,0,6.4,84,1.4,171,0.0,0.0,0,0,2018,3,6
1462,17,15.1,52,1.9,2000,0.0,0.0,0,0,2018,4,1
1898,19,32.9,56,2.6,1944,0.0,0.0,1,0,2018,8,1
969,14,9.7,34,1.9,1786,0.0,0.0,2,0,2018,11,5
376,3,23.5,81,0.9,878,0.0,0.0,1,0,2018,7,3
2055,21,22.7,66,0.9,1069,0.0,0.0,1,0,2018,6,6
215,5,9.8,63,0.5,2000,0.0,0.0,2,0,2018,10,0
1641,22,24.3,71,2.5,1992,0.0,0.0,2,0,2018,9,3
224,9,0.2,76,1.3,249,0.0,0.0,3,0,2017,12,5
1155,9,14.1,42,1.9,1893,0.0,0.0,0,0,2018,5,4
304,4,19.4,82,0.9,531,0.0,0.0,1,0,2018,6,6
64,22,22.9,97,1.3,2000,0.5,0.0,1,0,2018,8,1
1146,22,12.7,61,2.2,1949,0.0,0.0,0,0,2018,4,3
379,7,-4.2,77,0.0,1741,0.0,0.3,3,0,2017,12,2
73,2,-0.2,33,1.4,2000,0.0,0.0,3,0,2018,1,0
133,5,22.1,97,0.5,152,1.5,0.0,1,0,2018,6,4
308,6,21.9,97,0.2,190,4.5,0.0,1,0,2018,6,4
58,4,-1.9,34,3.0,2000,0.0,0.0,3,1,2018,2,3
25,11,10.9,95,2.4,519,0.0,0.0,2,0,2018,11,3
1526,20,17.6,77,1.2,2000,0.0,0.0,0,0,2018,5,6
261,6,2.8,57,0.7,920,0.0,0.0,0,0,2018,3,0
164,5,8.5,87,1.2,1046,0.0,0.0,2,0,2018,10,2
50,4,3.3,80,2.1,232,0.0,0.0,3,0,2018,1,3
220,7,13.7,98,1.6,468,0.0,0.0,0,0,2018,5,6
301,13,0.8,46,1.4,1598,0.0,0.0,3,0,2017,12,3
146,10,-8.5,29,2.4,1992,0.0,0.0,3,0,2017,12,2
81,3,-9.1,37,1.0,2000,0.0,0.0,3,0,2017,12,2
609,10,32.0,50,2.1,1992,0.0,0.0,1,0,2018,7,0
339,6,1.8,88,1.1,313,0.0,0.3,2,0,2018,11,0
243,1,5.5,42,3.1,2000,0.0,0.0,0,0,2018,3,1
4,8,4.6,91,1.7,95,0.0,0.0,3,1,2017,12,6
1134,12,23.7,44,1.3,1624,0.0,0.0,0,0,2018,5,3
1983,19,32.6,60,3.5,1982,0.0,0.0,1,0,2018,8,2
2070,21,21.9,60,2.5,1551,0.0,0.0,0,0,2018,5,3
1971,21,29.3,63,3.1,1677,0.0,0.0,1,0,2018,8,0
971,15,16.1,52,1.5,2000,0.0,0.0,0,0,2018,4,1
67,5,-6.4,47,2.4,1981,0.0,0.0,3,0,2018,1,2
763,0,32.1,67,1.1,1077,0.0,0.0,1,0,2018,8,4
1968,19,16.4,47,1.0,1694,0.0,0.0,2,0,2018,10,3
945,11,29.0,65,2.0,1642,0.0,0.0,1,0,2018,7,5
248,12,2.9,53,4.7,354,0.0,0.0,3,0,2018,2,5
210,3,6.1,66,0.5,1347,0.0,0.0,2,0,2018,11,2
213,7,-12.7,41,3.7,1982,0.0,0.0,3,0,2018,2,1
1033,7,16.8,73,1.0,1366,0.0,0.0,0,0,2018,4,1
531,15,39.3,37,2.3,1892,0.0,0.0,1,0,2018,8,2
1657,8,28.0,78,1.1,865,0.0,0.0,1,0,2018,8,0
159,7,0.9,54,0.8,2000,0.0,0.0,0,0,2018,4,6
969,1,23.9,51,0.9,2000,0.0,0.0,1,0,2018,8,5
1900,20,25.1,71,3.6,2000,0.0,0.0,2,0,2018,9,3
167,21,0.0,59,3.0,1862,0.0,0.0,3,0,2017,12,6
299,5,19.2,56,0.9,1772,0.0,0.0,1,0,2018,6,0
538,2,15.7,88,0.4,2000,0.0,0.0,2,0,2018,10,6
444,19,4.4,53,1.2,538,0.0,0.0,3,0,2018,1,0
1303,13,29.4,48,1.9,1942,0.0,0.0,2,0,2018,9,5
474,3,29.1,70,0.3,1952,0.0,0.0,1,1,2018,8,2
32,21,16.5,96,2.2,963,1.5,0.0,2,0,2018,10,4
421,22,5.0,75,2.2,1084,0.0,0.0,0,0,2018,3,5
92,8,-4.8,31,0.8,2000,0.0,0.0,3,0,2018,2,6
2118,18,27.9,52,1.7,2000,0.0,0.0,2,0,2018,9,6
189,13,-11.0,27,4.0,1959,0.0,1.0,3,0,2018,1,1
30,13,21.2,97,1.1,760,3.5,0.0,1,0,2018,7,6
673,2,18.6,60,1.8,1841,0.0,0.0,1,0,2018,6,6
1307,9,22.2,48,1.7,1889,0.0,0.0,1,0,2018,6,0
634,9,25.6,96,0.6,450,0.0,0.0,1,0,2018,7,2
186,12,-7.3,23,3.8,1903,0.0,0.0,3,0,2018,1,0
1820,21,22.2,57,1.2,2000,0.0,0.0,2,0,2018,9,6
192,12,-6.0,38,3.4,1930,0.0,0.0,3,0,2018,2,5
207,22,-0.3,32,0.7,2000,0.0,0.0,3,0,2018,1,6
562,1,11.5,57,1.8,1471,0.0,0.0,0,0,2018,4,4
1566,22,23.1,79,0.6,1891,0.0,0.0,2,0,2018,9,5
1231,18,7.0,55,2.0,705,0.0,0.0,0,0,2018,3,4
354,16,8.3,60,2.7,354,0.0,0.0,3,0,2018,2,4
17,15,13.3,97,0.8,194,3.0,0.0,0,0,2018,5,5
293,15,0.7,25,3.0,1987,0.0,0.0,3,0,2018,2,3
230,3,5.4,77,1.6,583,0.0,0.0,3,0,2017,12,5
598,7,2.2,65,1.9,2000,0.0,0.0,0,0,2018,3,2
600,1,11.5,74,1.2,1305,0.0,0.0,2,0,2018,10,2
93,2,-8.6,37,1.5,2000,0.0,0.0,3,0,2017,12,2
584,13,31.0,53,1.9,2000,0.0,0.0,1,0,2018,8,3
333,12,5.8,85,1.7,349,0.0,0.0,3,0,2017,12,6
240,4,20.7,69,1.3,2000,0.0,0.0,2,0,2018,9,3
115,6,2.7,71,1.1,270,0.0,0.0,3,0,2018,1,2
366,16,5.3,49,1.8,982,0.0,0.0,3,0,2018,1,6
951,13,16.7,47,1.4,2000,0.0,0.0,0,0,2018,4,2
210,20,-7.9,31,1.4,2000,0.0,0.0,3,0,2018,1,4
285,3,20.0,58,1.8,1279,0.0,0.0,0,0,2018,5,1
69,0,-1.7,83,0.8,1113,0.0,3.5,3,0,2018,1,2
590,2,15.7,74,1.0,1313,0.0,0.0,0,1,2018,5,1
1473,16,18.5,40,1.8,2000,0.0,0.0,2,0,2018,10,3
554,8,-6.0,64,3.2,1384,0.0,0.7,3,0,2018,1,1
612,0,19.7,76,0.5,386,0.0,0.0,0,0,2018,5,2
660,17,8.9,57,3.0,1149,0.0,0.0,2,0,2018,11,6
446,10,4.9,56,1.9,1480,0.0,0.0,0,0,2018,3,3
122,15,25.2,96,0.6,1754,0.5,0.0,1,0,2018,8,1
875,0,30.5,68,1.9,2000,0.0,0.0,1,0,2018,8,2
772,1,27.3,60,0.8,2000,0.0,0.0,1,0,2018,7,6
112,2,4.4,87,1.8,207,0.0,0.0,3,0,2017,12,0
286,6,25.3,73,0.6,1979,0.0,0.0,1,0,2018,7,6
1249,21,13.3,55,2.0,1554,0.0,0.0,2,0,2018,10,5
651,7,0.6,97,1.3,66,0.0,0.0,0,0,2018,4,0
552,23,21.6,89,4.3,698,0.0,0.0,1,0,2018,6,1
532,23,7.0,55,0.2,1501,0.0,0.0,2,0,2018,11,6
18,11,12.0,96,1.0,184,3.5,0.0,0,0,2018,5,5
99,1,24.9,92,2.2,1125,0.5,0.0,1,0,2018,8,3
290,21,2.6,57,3.8,2000,0.0,0.0,3,0,2018,2,1
963,11,14.8,46,2.0,768,0.0,0.0,2,0,2018,11,6
939,0,27.7,78,1.2,1341,0.0,0.0,1,0,2018,7,3
226,0,4.6,82,3.0,240,0.0,0.0,3,0,2018,2,5
623,13,36.1,38,1.0,2000,0.0,0.0,1,0,2018,7,1
1094,15,14.8,30,2.7,1990,0.0,0.0,2,0,2018,11,3
1115,22,8.3,61,0.2,1809,0.0,0.0,2,0,2018,11,3
65,2,0.4,95,1.7,110,0.0,1.2,3,1,2017,12,6
1021,12,30.5,58,2.5,1741,0.0,0.0,1,0,2018,7,2
177,0,0.0,75,2.3,394,0.0,0.0,3,0,2018,2,1
231,6,8.1,66,0.6,415,0.0,0.0,0,0,2018,3,1
168,11,-6.4,49,4.5,1759,0.0,0.5,3,0,2018,1,2
149,22,0.1,68,4.6,740,0.0,1.0,3,0,2018,1,0
1438,7,20.9,83,0.4,1388,0.0,0.0,2,0,2018,9,3
97,5,2.5,63,1.3,1987,0.0,0.0,0,0,2018,3,2
1791,8,15.8,73,0.5,357,0.0,0.0,0,0,2018,4,0
277,16,5.8,50,0.9,547,0.0,0.0,3,0,2018,1,1
758,1,27.7,83,2.7,1128,0.0,0.0,1,0,2018,8,6
487,21,6.7,84,2.8,193,0.0,0.0,0,0,2018,3,5
644,8,17.4,56,0.8,2000,0.0,0.0,2,0,2018,9,6
394,3,20.0,83,1.7,607,0.0,0.0,1,0,2018,6,3
193,20,-9.6,34,2.6,2000,0.0,0.0,3,0,2018,2,1
1049,0,16.3,86,0.3,2000,0.0,0.0,2,0,2018,10,6
911,16,12.8,53,3.3,2000,0.0,0.0,0,0,2018,5,3
170,4,23.2,83,1.6,1102,0.0,0.0,1,0,2018,8,4
252,11,-0.3,40,3.4,1728,0.0,0.0,3,0,2018,2,1
1289,23,28.0,77,1.9,1346,0.0,0.0,1,0,2018,7,2
1870,17,21.1,64,1.2,2000,0.0,0.0,2,0,2018,10,5
9,9,8.5,95,2.6,447,8.0,0.0,0,0,2018,4,0
1490,23,20.6,52,0.5,2000,0.0,0.0,1,0,2018,6,5
74,2,3.6,65,0.9,959,0.0,0.0,3,0,2018,1,0
37,5,-0.7,41,0.9,1442,0.0,0.0,3,0,2018,2,6
415,21,-3.7,47,0.0,2000,0.0,0.0,3,0,2017,12,1
211,17,-5.6,32,4.6,2000,0.0,0.0,3,0,2018,2,5
427,20,1.2,35,2.5,1977,0.0,0.0,0,0,2018,3,4
1470,20,17.3,80,2.4,927,0.0,0.0,0,0,2018,4,1
1916,16,19.4,29,1.2,1154,0.0,0.0,2,0,2018,10,5
223,5,11.9,84,1.5,358,0.0,0.0,0,0,2018,5,4
853,9,10.0,56,1.0,1761,0.0,0.0,2,0,2018,10,5
366,17,2.9,60,1.3,1193,0.0,0.8,3,0,2017,12,3
2070,16,27.9,39,1.2,2000,0.0,0.0,1,0,2018,7,6
1061,9,22.3,86,1.0,2000,0.0,0.0,1,0,2018,7,1
349,1,7.1,78,3.6,1662,0.0,0.0,0,0,2018,4,6
735,19,6.0,44,0.8,1758,0.0,0.0,2,0,2018,11,5
719,10,29.3,49,2.0,1875,0.0,0.0,1,0,2018,8,0
1356,7,24.4,75,1.0,841,0.0,0.0,1,0,2018,7,1
661,12,5.6,27,0.3,1522,0.0,0.0,2,0,2018,11,3
940,23,9.8,66,0.5,1979,0.0,0.0,2,0,2018,10,4
996,12,27.0,68,1.1,1744,0.0,0.0,1,0,2018,7,3
435,2,18.9,52,1.1,2000,0.0,0.0,2,0,2018,9,1
2142,18,20.7,40,1.4,2000,0.0,0.0,0,0,2018,5,1
608,11,12.4,82,0.6,507,0.0,0.0,2,0,2018,11,2
585,12,36.8,41,2.1,1759,0.0,0.0,1,0,2018,8,4
157,3,1.8,59,0.7,2000,0.0,0.0,0,0,2018,3,5
992,0,29.4,78,2.1,1072,0.0,0.0,1,0,2018,7,5
129,3,-4.5,71,1.6,651,0.0,0.0,3,0,2017,12,5
1407,16,19.5,32,2.1,1436,0.0,0.0,2,0,2018,10,1
145,12,-7.7,32,2.5,1763,0.0,0.3,3,0,2018,1,5
275,2,4.1,34,1.3,928,0.0,0.0,2,0,2018,11,2
127,3,-1.1,83,0.8,237,0.0,0.0,3,0,2017,12,5
170,5,9.9,69,1.1,808,0.0,0.0,0,0,2018,4,4
61,7,-4.6,46,2.8,2000,0.0,0.0,3,1,2017,12,0
106,5,12.7,83,0.8,392,0.0,0.0,0,0,2018,3,3
197,6,7.4,66,2.3,2000,0.0,0.0,2,0,2018,10,5
744,6,18.8,78,2.0,1259,0.0,0.0,1,0,2018,6,4
1386,16,21.7,23,2.5,1404,0.0,0.0,0,0,2018,4,3
410,17,3.5,46,3.1,1992,0.0,0.0,3,0,2018,2,1
1258,12,21.9,35,3.4,1586,0.0,0.0,0,0,2018,5,5
243,0,1.6,86,1.7,1141,0.0,0.0,0,0,2018,3,3
1221,14,19.8,32,2.3,1978,0.0,0.0,2,0,2018,10,4
907,10,19.9,47,1.8,1989,0.0,0.0,2,0,2018,9,3
239,3,11.3,66,1.0,1506,0.0,0.0,0,0,2018,4,3
19,5,-7.8,39,2.8,2000,0.0,0.0,3,0,2018,2,6
1324,15,21.2,35,2.9,1733,0.0,0.0,0,0,2018,5,2
93,2,-2.7,72,0.9,990,0.0,2.6,3,0,2017,12,1
848,15,15.4,72,1.1,608,0.0,0.0,2,0,2018,11,2
1592,16,27.2,58,3.7,1987,0.0,0.0,1,0,2018,8,5
1026,9,11.7,77,0.8,394,0.0,0.0,2,0,2018,10,1
1365,23,26.4,78,0.3,2000,0.0,0.0,1,0,2018,7,1
485,9,13.5,66,1.8,934,0.0,0.0,0,0,2018,4,6
258,14,-0.1,15,4.0,2000,0.0,0.0,3,1,2018,2,5
768,10,22.6,85,0.9,1996,0.0,0.0,1,0,2018,7,1
1187,14,25.2,43,3.2,1981,0.0,0.0,2,0,2018,9,4
